start_utc,end_utc,observations,coverage,distinct_selected_symbols,minimum_hourly_universe,median_hourly_universe,maximum_hourly_universe,ending_static_capital,minimum_static_capital,first_nonpositive_utc,long_cumulative_pnl,short_cumulative_pnl,cumulative_pnl,annualized_pnl,annualized_volatility,annualized_sharpe,maximum_drawdown,positive_hour_rate,mean_hourly_return
2020-11-06T00:00:00+00:00,2026-08-22T20:00:00+00:00,50723,0.9988578405309072,483,20,269.0,366,132.4167422617253,0.16073509506888828,,28.47372517511443,102.94301708661149,131.41674226172591,22.685633655624926,4.071543268068739,5.578124165577072,-0.8392852368345538,0.5247520848530253,0.0025908708527044126
