symbol,holding_hours,arithmetic_contribution,log_return_contribution,mean_hourly_return,hourly_volatility,positive_hour_rate,worst_hour,best_hour,share_of_rank_1_hours,share_of_arithmetic_contribution
SNDKBUSDT,27,0.0388268542367749,0.03732812067513551,0.0014380316383990704,0.010599515219505607,0.5555555555555556,-0.03513756081760466,0.020848750040217467,0.0005607360179435526,0.004794280011616947
TOMOUSDT,15,0.03724803337238014,0.03695046675693176,0.0024832022248253427,0.006009560360476709,0.6666666666666666,-0.006734603455914923,0.014514266864588565,0.0003115200099686403,0.004599329649016561
PUMPUSDT,102,0.037082148088280587,0.01992977377860743,0.0003635504714537312,0.01848247313459782,0.4803921568627451,-0.05768153817435118,0.06718682271348086,0.0021183360677867543,0.0045788463902665735
1MBABYDOGEUSDT,45,0.03539742637739762,0.02766086786736769,0.0007866094750532805,0.018804644884970585,0.5777777777777777,-0.03900120912184024,0.053697899958048634,0.0009345600299059209,0.004370819554655124
NKNUSDT,16,0.03250589065784648,0.028991936403462502,0.002031618166115405,0.02149954434641701,0.625,-0.042740367841299864,0.037791957441085655,0.00033228801063321634,0.004013777188601418
COTIUSDT,46,0.032349057207971876,0.024202862347336672,0.0007032403740863452,0.01910529421664024,0.43478260869565216,-0.033276844862116906,0.04621486463183322,0.000955328030570497,0.003994411636365291
LAYERUSDT,33,0.032201338104214106,0.02968666170593206,0.0009757981243701244,0.012465606379201273,0.6666666666666666,-0.0328430672568899,0.02783521552409729,0.0006853440219310087,0.003976171509514915
MKRUSDT,13,0.031598947293849045,0.030644459153966196,0.0024306882533730034,0.012434049442403942,0.46153846153846156,-0.01000769822940728,0.0272628135223556,0.0002699840086394883,0.003901789222356056
HOLOUSDT,6,0.030460372412884684,0.0298968621652169,0.00507672873548078,0.014040484468719925,0.5,-0.008816705336426867,0.02599814298978642,0.00012460800398745613,0.0037611997540399128
DODOUSDT,19,0.02959611135993445,0.0268537336442105,0.0015576900715754975,0.01759657796951453,0.47368421052631576,-0.02321582115219256,0.060817547357926216,0.0003945920126269444,0.0036544821336602067
HEMIUSDT,19,0.02616776353221162,0.02443917638071281,0.0013772507122216642,0.013826721337329423,0.5789473684210527,-0.030916844349680117,0.039911308203991025,0.0003945920126269444,0.003231155037339482
VIBUSDT,23,0.023797677849702437,0.022963934817330712,0.0010346816456392363,0.008653555410703076,0.6086956521739131,-0.015967078189300432,0.022261798753339335,0.0004776640152852485,0.0029385005167290807
SAHARAUSDT,40,0.023711888074047338,0.02128339497438145,0.0005927972018511835,0.011158878941622884,0.475,-0.022588235294117687,0.02861685214626397,0.0008307200265830409,0.0029279073276925406
SFPUSDT,56,0.022786478554838174,0.016469273925937954,0.0004069014027649674,0.015126797881433703,0.48214285714285715,-0.04541216805509607,0.033078079653134695,0.001163008037216257,0.0028136391891137955
WINGUSDT,26,0.01754683675512092,0.012817955111154234,0.00067487833673542,0.019549313092997768,0.4230769230769231,-0.05400696864111498,0.0693352394567548,0.0005399680172789766,0.0021666563098100083
WALUSDT,9,0.015650517401344266,0.014882780925324503,0.0017389463779271406,0.013783105522003448,0.4444444444444444,-0.01637225333907799,0.028478057889822495,0.00018691200598118418,0.001932501723965586
STXUSDT,96,0.014429036751428814,-0.002075474934521702,0.00015030246616071682,0.018707516932896927,0.4270833333333333,-0.05305574210879793,0.06398499374739464,0.001993728063799298,0.001781675179307742
ARPAUSDT,26,0.012789664558369385,0.01091164519500075,0.0004919101753218994,0.01227593788774897,0.5384615384615384,-0.02459474566797093,0.035922766052986166,0.0005399680172789766,0.0015792480321364622
STMXUSDT,114,0.012476982968121941,-0.018930471680990386,0.00010944721901861352,0.023947631678040652,0.3684210526315789,-0.07213639441127584,0.13448692152917485,0.0023675520757616662,0.0015406385921601464
FTMUSDT,685,0.012277564261262253,-0.10299450948415581,1.792345147629526e-05,0.018433888232163374,0.48175182481751827,-0.0947644233102043,0.13153642773207985,0.014226080455234574,0.0015160146781441003
EDUUSDT,125,0.011187283423790273,-0.0038435510544847368,8.949826739032218e-05,0.015541501899047143,0.504,-0.06260343278642022,0.04754296742148023,0.0025960000830720026,0.0013813884837513021
DUSKUSDT,24,0.011142048597159393,0.007715227644782871,0.00046425202488164136,0.017397141450780453,0.4166666666666667,-0.019425019425019396,0.05642023346303504,0.0004984320159498245,0.0013758029572025154
XAUTUSDT,15,0.008603354604384106,0.008580515472363003,0.000573556973625607,0.0017077801083685313,0.5333333333333333,-0.001600578864573543,0.004774806927587916,0.0003115200099686403,0.0010623289427754952
SANTOSUSDT,83,0.006680204988157912,-0.002070788731606467,8.048439744768568e-05,0.014634209750011042,0.5421686746987951,-0.042483660130718914,0.06258926321095526,0.0017237440551598098,0.0008248613975503352
MIRUSDT,21,0.006568228522988218,0.005566203857326521,0.0003127727868089627,0.010041209601664693,0.5238095238095238,-0.015590894917368314,0.02962417096536485,0.00043612801395609646,0.0008110347165253731
MORPHOUSDT,9,0.004503111913703117,0.00444547155496928,0.0005003457681892352,0.003760156671697518,0.6666666666666666,-0.004375303840544409,0.005450941526263797,0.00018691200598118418,0.0005560373061975435
MUBUSDT,3,0.004310795253738453,0.0042614482101577845,0.001436931751246151,0.006813164763031657,0.6666666666666666,-0.004969213721883969,0.008594772397693795,6.230400199372806e-05,0.000532290341966374
SXTUSDT,7,0.0027365105700771775,0.0024337095641543648,0.00039093008143959676,0.010069518124664101,0.42857142857142855,-0.009063444108761365,0.019548872180451093,0.00014537600465203214,0.0003379000999589934
BANANAUSDT,18,0.002210558604038071,0.0014669154093600693,0.0001228088113354484,0.009369055066800629,0.4444444444444444,-0.012152777777777679,0.019004911381593104,0.00037382401196236836,0.0002729563632742011
ONTUSDT,5,0.0017780888723407662,0.0015606676944196346,0.00035561777446815326,0.010392923277393946,0.6,-0.016663022086157886,0.010800795372378769,0.0001038400033228801,0.0002195556685472529
VIRTUALUSDT,94,0.0013181879090814475,-0.010381396775650883,1.4023275628526036e-05,0.0159270009733697,0.425531914893617,-0.03759666864961342,0.0672698088428425,0.001952192062470146,0.0001627678077014684
KAVAUSDT,6,0.0010585097950442934,0.0009751632868037902,0.00017641829917404891,0.005770852256195774,0.5,-0.00891089108910903,0.008968609865470878,0.00012460800398745613,0.00013070315512903467
METUSDT,12,0.0007899825760867563,0.00038002402961516586,6.583188134056302e-05,0.008636555880084983,0.5,-0.011009174311926606,0.014423076923077094,0.00024921600797491226,9.754582874424993e-05
RLUSDUSDT,31,0.00019995004501427438,0.00019985020243417316,6.450001452073367e-06,8.132011539002685e-05,0.2903225806451613,-0.0001999000499749437,0.00010001000100001711,0.0006438080206018566,2.468952283097634e-05
BFUSDUSDT,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.307200265830409e-05,0.0
UUSDT,18,-1.6995303064870626e-07,-2.2992205738336794e-07,-9.441835036039237e-09,8.399651339823817e-05,0.2222222222222222,-0.00010002000400077815,0.00019992003198709973,0.00037382401196236836,-2.0985537813183785e-08
CAKEUSDT,120,-9.494666483378378e-05,-0.00893280403075475,-7.912222069481981e-07,0.012192084229904305,0.44166666666666665,-0.03428989474677879,0.03133788670148663,0.0024921600797491224,-1.1723867573880325e-05
MTLUSDT,18,-0.0001062749275093644,-0.0006985859287946888,-5.904162639409134e-06,0.008335124243383493,0.5,-0.023064250411861664,0.01921598770176791,0.00037382401196236836,-1.312266395796755e-05
ANKRUSDT,15,-0.0011552792583700011,-0.0017365305766546962,-7.701861722466674e-05,0.009132119458069157,0.4,-0.013307427441467512,0.023283582089552057,0.0003115200099686403,-0.0001426520990462557
ARKUSDT,29,-0.0011647492393880299,-0.010212465275755093,-4.016376687544931e-05,0.025529240902621195,0.4827586206896552,-0.060243902439024444,0.06897835121890705,0.0006022720192727046,-0.0001438214376804973
VANRYUSDT,48,-0.002679414442114725,-0.014112063740694236,-5.582113421072343e-05,0.02230744525773135,0.3958333333333333,-0.031737493275954876,0.07052372849309885,0.000996864031899649,-0.00033084995823590114
NTRNUSDT,11,-0.003441704768344267,-0.004314810842852427,-0.0003128822516676606,0.013270997440157266,0.36363636363636365,-0.01713859910581239,0.031959953792838114,0.00022844800731033622,-0.0004249763907252416
PSGUSDT,32,-0.003682202400446366,-0.005424262620679284,-0.00011506882501394894,0.01060293278636099,0.46875,-0.023031969749054748,0.02532213220126156,0.0006645760212664327,-0.00045467266700343213
ERNUSDT,60,-0.0037443152465652663,-0.02331543037634785,-6.240525410942111e-05,0.02661613369481322,0.38333333333333336,-0.040351358770244206,0.1597421203438396,0.0012460800398745612,-0.00046234226533855644
BICOUSDT,33,-0.00412708900396952,-0.036252910086838036,-0.0001250633031505915,0.046285884643599146,0.45454545454545453,-0.08129370629370636,0.2014997581035316,0.0006853440219310087,-0.0005096065778915055
PROVEUSDT,77,-0.004299627154895069,-0.012467136796333074,-5.583931369993597e-05,0.014677510625886193,0.4675324675324675,-0.04803001876172608,0.0487528344671202,0.0015991360511723536,-0.0005309113223649899
THEUSDT,9,-0.004361579280146688,-0.004967559314777246,-0.00048461992001629865,0.01227697252973173,0.5555555555555556,-0.01773863683793142,0.013602985433971204,0.00018691200598118418,-0.0005385610751355789
AEROUSDT,11,-0.005581726617608029,-0.005729719140403313,-0.0005074296925098209,0.005412203163637433,0.45454545454545453,-0.00827555356743459,0.008444216990788123,0.00022844800731033622,-0.0006892229844302539
1INCHUSDT,25,-0.005851133591258217,-0.007825938171673612,-0.0002340453436503287,0.012815824764416877,0.44,-0.03210237513517855,0.02356159840822425,0.0005192000166144005,-0.0007224889415661259
BNTUSDT,21,-0.006394756299002324,-0.008727973902428306,-0.0003045122047143964,0.015348856608408564,0.3333333333333333,-0.021166666666666556,0.037843185753153596,0.00043612801395609646,-0.0007896146341526274
ZBTUSDT,61,-0.007486942264690155,-0.034003342650739524,-0.00012273675843754353,0.02899806789527474,0.4918032786885246,-0.15575221238938053,0.06042128603104202,0.0012668480405391373,-0.0009244760708359579
IOTAUSDT,7,-0.008313194166290394,-0.008504661189189381,-0.0011875991666129135,0.007880360136814014,0.42857142857142855,-0.0119760479041916,0.009635237439779676,0.00014537600465203214,-0.0010265003798939547
ICXUSDT,8,-0.00877806798627867,-0.009040674529986449,-0.0010972584982848338,0.008586641704956512,0.25,-0.010490693739424684,0.013196964698119373,0.00016614400531660817,-0.0010839022814104278
ERAUSDT,38,-0.009339101354572388,-0.011930128043956132,-0.000245765825120326,0.011822590270451154,0.5526315789473685,-0.03540152785541251,0.03709550118389893,0.0007891840252538888,-0.001153177815479142
NEOUSDT,18,-0.010892253607366786,-0.012919700399768225,-0.0006051252004092659,0.015469226473712816,0.5555555555555556,-0.021926885563249177,0.039146598035010305,0.00037382401196236836,-0.001344958657552031
ALGOUSDT,36,-0.011171922412218094,-0.01296684397696889,-0.0003103311781171693,0.010118541994353612,0.5,-0.023593053913992357,0.024053317176613076,0.0007476480239247367,-0.0013794917297601183
PAXGUSDT,118,-0.011292818761093448,-0.012087463364261539,-9.57018539075716e-05,0.0036776127644611726,0.5677966101694916,-0.016602772375181263,0.009083400241793216,0.0024506240784199704,-0.0013944198242525534
KATUSDT,18,-0.011393938654556401,-0.012658601874517733,-0.0006329965919198001,0.012098441324818776,0.5555555555555556,-0.03842549203373946,0.01741293532338295,0.00037382401196236836,-0.0014069059525659592
HIGHUSDT,55,-0.012498037744547497,-0.02766741538114987,-0.00022723704990086359,0.023841157176137884,0.45454545454545453,-0.04526349822179121,0.07292741658066748,0.0011422400365516813,-0.0015432384034441238
BLURUSDT,11,-0.01254470176838196,-0.012976624143340798,-0.001140427433489269,0.009220666505407189,0.36363636363636365,-0.013707263273987746,0.017937971500419092,0.00022844800731033622,-0.0015490004050568965
HEIUSDT,19,-0.013063919711176708,-0.016323294673726375,-0.0006875747216408794,0.019005871812564443,0.42105263157894735,-0.03805073431241646,0.03703703703703698,0.0003945920126269444,-0.0016131126349489594
API3USDT,39,-0.013329247919416143,-0.022081510706143826,-0.00034177558767733697,0.021436515616869142,0.4358974358974359,-0.06517857142857153,0.057943925233644666,0.0008099520259184648,-0.0016458749524296175
TONUSDT,132,-0.013362026025007911,-0.026221207075445986,-0.00010122746988642357,0.014053809840854763,0.4318181818181818,-0.04747081712062251,0.05473501303214601,0.002741376087724035,-0.0016499223422979537
MINAUSDT,5,-0.01397432232123541,-0.014050439486635247,-0.002794864464247082,0.005306666391115531,0.4,-0.0075478027507547285,0.00431821956485634,0.0001038400033228801,-0.0017255277435568124
GRAMUSDT,12,-0.014141854951002841,-0.01429079540167957,-0.00117848791258357,0.00503930722289751,0.5,-0.013788575180564644,0.004461440407903305,0.00024921600797491226,-0.00174621441400633
NUUSDT,22,-0.014210139044419257,-0.01606361712589075,-0.0006459154111099662,0.013235451314936591,0.45454545454545453,-0.024659261010005595,0.017945814095304602,0.00045689601462067244,-0.0017546460284292062
RADUSDT,30,-0.014422735906730155,-0.017079685420802883,-0.00048075786355767183,0.013539843261906558,0.4,-0.022231722958529265,0.029113924050632844,0.0006230400199372806,-0.0017808971607329981
LPTUSDT,139,-0.01469448193643974,-0.034535941122123014,-0.00010571569738445857,0.01727216046603662,0.4316546762589928,-0.043970686209193866,0.13450292397660824,0.002886752092376067,-0.0018144519408995292
REEFUSDT,13,-0.014984907692106808,-0.015947738075102885,-0.001152685207085139,0.012586730496656501,0.5384615384615384,-0.024846948536445312,0.017523913097209576,0.0002699840086394883,-0.0018503132647853715
CFGUSDT,27,-0.015345138842612127,-0.020592203793453258,-0.000568338475652301,0.02020199107294138,0.37037037037037035,-0.058753709198813175,0.07461734693877564,0.0005607360179435526,-0.0018947940510447344
ROBOUSDT,20,-0.01614419657075994,-0.016984270170129736,-0.0008072098285379969,0.00936038491858793,0.45,-0.017513134851138257,0.013747454175152773,0.0004153600132915204,-0.001993460465553244
SKHYBUSDT,5,-0.016186098719177866,-0.01627178422413788,-0.0032372197438355734,0.005431986947588875,0.4,-0.009270230710253125,0.002390265102129474,0.0001038400033228801,-0.0019986344781420255
MEGAUSDT,51,-0.016273555617541846,-0.020731520707597068,-0.00031908932583415387,0.013355281283331554,0.43137254901960786,-0.03241991509069864,0.030363036303630242,0.0010591680338933771,-0.0020094335209165834
IMXUSDT,2,-0.016592007541015197,-0.016672778500608988,-0.008296003770507598,0.004769300110466734,0.0,-0.011668408220132376,-0.004923599320882821,4.153600132915204e-05,-0.002048755472730109
ALPINEUSDT,71,-0.019860724770186078,-0.02678510173725601,-0.00027972851788994477,0.014038952467020999,0.5070422535211268,-0.048472839744828855,0.039129302487087125,0.0014745280471848976,-0.002452371629214889
FLOWUSDT,23,-0.01987646868815307,-0.021724160384071704,-0.000864194290789264,0.01298157729399058,0.391304347826087,-0.027951331798750423,0.040013449899125586,0.0004776640152852485,-0.0024543156638964884
HYPERUSDT,20,-0.02192760332033883,-0.022453286973737774,-0.0010963801660169414,0.007350024007224767,0.4,-0.01225769669327259,0.013765182186234792,0.0004153600132915204,-0.0027075866012805797
AUDIOUSDT,25,-0.02342945112317152,-0.02963234457525628,-0.0009371780449268607,0.023118727708308372,0.36,-0.036536353671903554,0.09239332096474961,0.0005192000166144005,-0.0028930324490874268
XVGUSDT,33,-0.023799809326253474,-0.03095665727815727,-0.0007212063432198022,0.021359142027460115,0.42424242424242425,-0.03380238605078012,0.08262926664413661,0.0006853440219310087,-0.002938763708162555
OMNIUSDT,20,-0.024165569073086313,-0.02639821515062825,-0.0012082784536543156,0.01524864739594352,0.45,-0.02678571428571419,0.022922636103151817,0.0004153600132915204,-0.0029839271569601627
SRMUSDT,8,-0.025401183247540926,-0.02730909611830408,-0.0031751479059426158,0.022866717813170383,0.375,-0.05004682135053584,0.021924243907213592,0.00016614400531660817,-0.003136498887405621
ATAUSDT,48,-0.025570364616636865,-0.03569378072280976,-0.000532715929513268,0.02072556880973138,0.4375,-0.05430798462021813,0.0456307129798903,0.000996864031899649,-0.003157389141641732
2ZUSDT,11,-0.02638733843492569,-0.026875950531924174,-0.002398848948629608,0.009524478919054568,0.45454545454545453,-0.01939130434782621,0.011662642713917482,0.00022844800731033622,-0.0032582678072980054
TRBUSDT,338,-0.027859030719522115,-0.1341762527304358,-8.242316780923703e-05,0.02548042277336136,0.5118343195266272,-0.12266928361138374,0.22645537400443394,0.0070195842246266954,-0.00343999009827384
SCRUSDT,29,-0.029576058928342475,-0.033819837833898594,-0.0010198641009773266,0.017447271815189326,0.3793103448275862,-0.027941176470588247,0.045217391304347876,0.0006022720192727046,-0.003652006090368637
USUALUSDT,99,-0.029908509660851124,-0.04616400671049831,-0.00030210615819041537,0.018305748272722255,0.45454545454545453,-0.04899297423887572,0.0822376901263211,0.002056032065793026,-0.003693056593507364
MBLUSDT,27,-0.030524647784064052,-0.034133039948346176,-0.0011305425105208908,0.016476978960960884,0.48148148148148145,-0.058267061697593436,0.02543110064984888,0.0005607360179435526,-0.003769136377630516
COMPUSDT,119,-0.03105178891471716,-0.04179586306086423,-0.000260939402644682,0.013594488505891197,0.5042016806722689,-0.030547409579667617,0.08460076045627374,0.0024713920790845464,-0.0038342269505257484
SPCXBUSDT,24,-0.03362343375520149,-0.03454698726058841,-0.001400976406466729,0.00883868913689903,0.5416666666666666,-0.02091493607272199,0.023602761077710976,0.0004984320159498245,-0.004151769684751028
FORMUSDT,16,-0.03460942454998617,-0.035968192195935195,-0.0021630890343741355,0.013229315890484894,0.5625,-0.03139162153199959,0.022278268179907412,0.00033228801063321634,-0.00427351830569898
MIRAUSDT,52,-0.034935153945513275,-0.04188314022454771,-0.000671829883567563,0.016520602433878834,0.34615384615384615,-0.04163183414144778,0.04510652463382159,0.0010799360345579532,-0.004313738868525122
KERNELUSDT,13,-0.03548767248080009,-0.03622711581052026,-0.0027298209600615454,0.010694127517688494,0.5384615384615384,-0.02167545401288795,0.015228426395939021,0.0002699840086394883,-0.004381963004161238
BETAUSDT,43,-0.036194191921528396,-0.05100360023574456,-0.0008417253935239162,0.026673566352821854,0.3953488372093023,-0.059200054060547735,0.07174696913773038,0.000893024028576769,-0.004469202933820393
BABYUSDT,56,-0.03723433145669541,-0.0438872217420282,-0.0006648987760124181,0.015538501337346931,0.4642857142857143,-0.033337542619017446,0.032072368421052655,0.001163008037216257,-0.004597637757623878
PIXELUSDT,61,-0.03866423129323193,-0.05290992641513902,-0.0006338398572660973,0.022142361104382557,0.4426229508196721,-0.03366336633663369,0.1143187066974598,0.0012668480405391373,-0.004774199581641759
AAVEUSDT,246,-0.03936141170851315,-0.07544775692779813,-0.00016000573865249248,0.017056783312502075,0.508130081300813,-0.1269579885934613,0.10129450933920214,0.005108928163485701,-0.004860286342858374
ZKCUSDT,19,-0.0403920838062829,-0.04282372725141849,-0.0021258991476991,0.01624063566041095,0.3684210526315789,-0.04012529832935563,0.03194402190447221,0.0003945920126269444,-0.004987552142109981
RLCUSDT,25,-0.04260634400816632,-0.0553841782881062,-0.0017042537603266527,0.032491284969559955,0.48,-0.06454700993971008,0.06179449845787732,0.0005192000166144005,-0.005260965572970775
PERPUSDT,7,-0.04333207994059196,-0.04399884233599817,-0.0061902971343702805,0.013247428382439376,0.2857142857142857,-0.024550455702438634,0.013544520547945416,0.00014537600465203214,-0.00535057832535402
QTUMUSDT,9,-0.045205195996915304,-0.048359834723368106,-0.005022799555212811,0.02725504489112942,0.5555555555555556,-0.051980326171369495,0.026550659556553446,0.00018691200598118418,-0.0055818678038553225
QNTUSDT,14,-0.04525358160775439,-0.0454576012783492,-0.003232398686268171,0.004467702577529164,0.14285714285714285,-0.01156387665198233,0.0048661800486617945,0.00029075200930406427,-0.005587842384373257
ZENUSDT,86,-0.04584732215582055,-0.06242914762721097,-0.0005331083971607041,0.019780330526810504,0.4186046511627907,-0.06285524820007571,0.06438241158568592,0.001786048057153538,-0.005661156550499647
IOTXUSDT,31,-0.04693403457314793,-0.04991442748101079,-0.0015140011152628364,0.013963476059652945,0.4838709677419355,-0.03057685286600953,0.023033378879562694,0.0006438080206018566,-0.0057953421218827125
NPXSUSDT,14,-0.04737116064831448,-0.051549467795287754,-0.0033836543320224627,0.02532318851740632,0.2857142857142857,-0.03763405914852125,0.06815057555854853,0.00029075200930406427,-0.005849317774711743
CELOUSDT,21,-0.04874184311620133,-0.04966605684893543,-0.0023210401483905398,0.009255444699619518,0.5714285714285714,-0.030823425803610638,0.00990099009900991,0.00043612801395609646,-0.006018567529481719
DOGEUSDT,922,-0.04934187639339205,-0.22917050967015642,-5.351613491691111e-05,0.01974632131593896,0.4956616052060738,-0.1515729265967588,0.13983959068958884,0.019148096612739092,-0.006092658712084293
ENSOUSDT,32,-0.049723117367802105,-0.051852944886529286,-0.0015538474177438158,0.011609099788922097,0.375,-0.01971326164874554,0.022914757103574823,0.0006645760212664327,-0.0061397337589597705
UNIUSDT,249,-0.05094285418116817,-0.07327283686563749,-0.00020458977582798462,0.013427084299245107,0.4738955823293173,-0.050723659661630616,0.04911935499352116,0.005171232165479429,-0.00629034497737302
BANANAS31USDT,52,-0.0518079657828846,-0.058126606223972095,-0.0009963070342862423,0.015513532688302514,0.5384615384615384,-0.07195371821140173,0.023220244716351646,0.0010799360345579532,-0.006397167622201109
BAKEUSDT,49,-0.05377533406193047,-0.07451350148252589,-0.0010974557971822545,0.029580418806543655,0.4897959183673469,-0.0968636654576488,0.1282122517016253,0.001017632032564225,-0.006640095219636628
FIDAUSDT,52,-0.05378125600416006,-0.055956848339069165,-0.0010342549231569242,0.009163415732279502,0.46153846153846156,-0.02781413612565442,0.02515923566878997,0.0010799360345579532,-0.006640826451919526
ETHFIUSDT,95,-0.05554567089107032,-0.06570269318524856,-0.0005846912725375823,0.014629282721074381,0.49473684210526314,-0.05067920585161967,0.03354037267080745,0.001972960063134722,-0.006858693677858762
XAIUSDT,59,-0.05717520104231533,-0.06914664195920664,-0.0009690712041070395,0.02025191900085698,0.5423728813559322,-0.07179592676404034,0.06326530612244907,0.0012253120392099852,-0.007059905544903131
SNXUSDT,38,-0.05809538456405372,-0.060551530110458184,-0.001528825909580361,0.011431878717640082,0.34210526315789475,-0.022032693674484793,0.03015988372093026,0.0007891840252538888,-0.007173528385383245
FILUSDT,373,-0.05907236200659194,-0.10913867798123608,-0.00015837094371740467,0.016019648450906303,0.5040214477211796,-0.18035465696250363,0.05891447836345276,0.007746464247886856,-0.007294164051512623
EULUSDT,44,-0.059899673119885644,-0.06268334071984467,-0.0013613562072701283,0.011309319624087561,0.4772727272727273,-0.024659863945578175,0.03345388788426762,0.0009137920292413449,-0.007396319150395082
YFIUSDT,25,-0.060212860122407674,-0.06569258692543166,-0.002408514404896307,0.02119334785465718,0.4,-0.05084854559570551,0.05564445887175529,0.0005192000166144005,-0.007434990997898696
CTSIUSDT,21,-0.06040369019569036,-0.06705039596551413,-0.0028763661997947792,0.025373011444176374,0.3333333333333333,-0.07874015748031493,0.049660441426145896,0.00043612801395609646,-0.0074585544007016984
NMRUSDT,69,-0.06148432228858414,-0.07133333165217316,-0.0008910771346171614,0.01711251010621849,0.4057971014492754,-0.037077426390403456,0.07378984651711917,0.0014329920458557455,-0.0075919891830118595
GMXUSDT,29,-0.06255148820866263,-0.0643144868118553,-0.0021569478692642285,0.010934475730286976,0.4827586206896552,-0.03583786455758786,0.014305750350630975,0.0006022720192727046,-0.007723761183094865
RSRUSDT,25,-0.06296364038014524,-0.06508613130004742,-0.0025185456152058095,0.01296426423697329,0.4,-0.04019292604501612,0.019519519519519468,0.0005192000166144005,-0.007774653096857273
ZKUSDT,37,-0.0656120775236555,-0.06969369702939973,-0.0017732993925312296,0.014920564016394605,0.43243243243243246,-0.040694195092758845,0.034198113207547065,0.0007684160245893127,-0.008101678026091144
RDNTUSDT,24,-0.068438618616535,-0.07041911568205572,-0.0028516091090222914,0.012763989797400179,0.4166666666666667,-0.029268292682926744,0.02464709836432899,0.0004984320159498245,-0.008450694955996608
ZILUSDT,90,-0.06887933230120369,-0.08679616324285017,-0.0007653259144578188,0.01987064066274082,0.4888888888888889,-0.10873528924249964,0.08112615263880718,0.0018691200598118418,-0.008505113601307613
AIGENSYNUSDT,36,-0.07129827287627288,-0.07308124830468897,-0.001980507579896469,0.009931413930805778,0.3888888888888889,-0.01745129870129869,0.03946803946803956,0.0007476480239247367,-0.008803800648618267
OPNUSDT,121,-0.07187914126280615,-0.08862274181774228,-0.0005940424897752574,0.01670735609860735,0.45454545454545453,-0.06278026905829592,0.0633352701917489,0.0025129280804136985,-0.008875525380113485
ROSEUSDT,53,-0.07195114684337744,-0.07965545516927151,-0.0013575688083656123,0.017095860484866065,0.41509433962264153,-0.05716064111209085,0.04677095112451313,0.0011007040352225292,-0.008884416518024185
POWRUSDT,9,-0.07456298389368066,-0.07583672845903912,-0.00828477598818674,0.015349246828281211,0.3333333333333333,-0.03315963998105165,0.007847240387130583,0.00018691200598118418,-0.00920692212426022
HBARUSDT,179,-0.07515073877354739,-0.08865627325315213,-0.0004198365294611586,0.012257059865685307,0.5083798882681564,-0.06337521005041213,0.04766229520107523,0.0037174721189591076,-0.009279497189319353
REZUSDT,22,-0.0764117075882268,-0.0775977939421371,-0.0034732594358284907,0.009928712946780646,0.3181818181818182,-0.03689167974882268,0.010702341137123872,0.00045689601462067244,-0.009435199671591631
EGLDUSDT,32,-0.07874892623639596,-0.08583391592464555,-0.0024609039448873736,0.021284334519074098,0.375,-0.042883798738901024,0.06257554391619657,0.0006645760212664327,-0.00972379582154917
IOSTUSDT,31,-0.08067653644948314,-0.08442747406761927,-0.0026024689177252627,0.015565338940404237,0.41935483870967744,-0.027076746191434298,0.026203534430225384,0.0006438080206018566,-0.009961814154387462
AMBUSDT,27,-0.08407608768740127,-0.08737189625171109,-0.0031139291736074545,0.0156350307754842,0.2962962962962963,-0.0292397660818714,0.04311543810848395,0.0005607360179435526,-0.010381585492261688
LINEAUSDT,22,-0.0857108632240785,-0.08747323665770224,-0.0038959483283672047,0.01225883473358845,0.36363636363636365,-0.02759308510638292,0.01834862385321112,0.00045689601462067244,-0.010583445051400235
DOGSUSDT,72,-0.08862971926446084,-0.09811503616855555,-0.0012309683231175117,0.016264795300378186,0.5277777777777778,-0.05367364173782474,0.054625199362041243,0.0014952960478494734,-0.010943860888486985
BTCSTUSDT,79,-0.08867345738296939,-0.15601082651438616,-0.001122448827632524,0.044760237318220875,0.379746835443038,-0.07605985037406493,0.34896719319562575,0.0016406720525015057,-0.010949261603827778
KLAYUSDT,21,-0.09279585841637084,-0.09384908431197585,-0.004418850400779563,0.00914973224305255,0.2857142857142857,-0.024207011686143587,0.009854327335047097,0.00043612801395609646,-0.01145828931835187
MEUSDT,15,-0.09517205221558278,-0.09999242198462147,-0.006344803481038852,0.02505953690155656,0.4666666666666667,-0.06589403973509933,0.02666227781435171,0.0003115200099686403,-0.011751698059781658
AIXBTUSDT,39,-0.09802538190139332,-0.12303479761878378,-0.002513471330804957,0.036834177463704175,0.38461538461538464,-0.05796425796425797,0.13682993787025,0.0008099520259184648,-0.012104022803780054
GIGGLEUSDT,107,-0.0986112643556416,-0.11344508657989195,-0.0009216006014545944,0.016666312730351192,0.5046728971962616,-0.054798409994321395,0.051660146454007405,0.0022221760711096344,-0.012176366664614887
YGGUSDT,62,-0.09885447351474486,-0.10592445707633426,-0.0015944269921733042,0.015110454600102798,0.43548387096774194,-0.03901656867985037,0.03801418439716309,0.0012876160412037133,-0.01220639775606052
ORCAUSDT,43,-0.10118240221030494,-0.11164518368446222,-0.0023530791211698824,0.022398302486791814,0.32558139534883723,-0.05974735404574938,0.09874088800530156,0.000893024028576769,-0.012493846797013788
GUNUSDT,44,-0.10250674384785408,-0.1101214808188911,-0.0023296987238148655,0.01862798820990396,0.38636363636363635,-0.049067164179104505,0.04605722260990941,0.0009137920292413449,-0.012657374457604951
