bin,n,x_lo,x_hi,x_mean,y_mean,y_sd,se,ci_lo,ci_hi
0,2000,-4.2448989318428545,-3.571415547395335,-3.8203337726777082,0.0006567234551380899,0.07118901520769426,0.0015918347725567066,,
1,1999,-3.571415547395335,-3.2636171741098505,-3.406156143453937,0.0009160753813808489,0.026299120286681212,0.0005882132788005914,,
2,1999,-3.2636171741098505,-3.045090354313028,-3.1490428764931675,0.001092192064627956,0.02626306661595736,0.0005874068925930644,,
3,1999,-3.045090354313028,-2.8623433483415637,-2.9506159367939624,0.0005295726658628861,0.02327184799348192,0.0005205044831452957,,
4,1999,-2.8623433483415637,-2.71113529757602,-2.7823845354666865,0.00014655048310579336,0.023076848839601413,0.0005161430790216193,,
5,1999,-2.71113529757602,-2.5861069336830367,-2.6462902897120175,0.001995898975219962,0.06741366429989734,0.0015077923550882786,,
6,1999,-2.5861069336830367,-2.4691326109712657,-2.52650299783556,2.3256633627797844e-06,0.024942345800890293,0.0005578672915515717,,
7,1999,-2.4691326109712657,-2.3714927040474567,-2.4182184246437957,1.7031602492520152e-05,0.025681321046163347,0.000574395412919748,,
8,1999,-2.3714927040474567,-2.2810844789057496,-2.3253543408004296,0.0009800657694601076,0.022442864819916183,0.0005019632199669768,,
9,1999,-2.2810844789057496,-2.2062394883521352,-2.2428668654121484,-0.0008696785181844167,0.020290828023887722,0.0004538301795423321,,
10,1999,-2.2062394883521352,-2.136473148359613,-2.170123563675301,0.00015859123018420004,0.023560345419585963,0.0005269570950609928,,
11,1999,-2.136473148359613,-2.0719378311639183,-2.1033853512785368,-5.398940178702128e-07,0.02040165925513262,0.00045630906101111956,,
12,1999,-2.0719378311639183,-2.0108993442782213,-2.0407962478493555,0.0006733351284066296,0.020824827798664906,0.0004657737637754343,,
13,1999,-2.0108993442782213,-1.9546467074086766,-1.9827056818334592,0.0004581611886696613,0.01967962129869072,0.00044015976365259697,,
14,1999,-1.9546467074086766,-1.9012412353462094,-1.9277499585192954,0.000370860658013895,0.019433652350498536,0.0004346583552434142,,
15,1999,-1.9012412353462094,-1.8514254637778225,-1.8756297431217572,0.0008861817295448713,0.023378274053521622,0.0005228848373565157,,
16,1999,-1.8514254637778225,-1.8031300818549902,-1.8267173355855688,0.00019468647348854903,0.019880507289626412,0.0004446528343753174,,
17,1999,-1.8031300818549902,-1.7602268094771796,-1.7808851592145674,-0.0002531931695243642,0.018466793688433774,0.00041303333138138467,,
18,1999,-1.7602268094771796,-1.7199103867607186,-1.7398976048549164,0.00031086776895024835,0.020946505719386707,0.0004684952452518187,,
19,1999,-1.7199103867607186,-1.6821880924633643,-1.7001734563114874,-0.00022310260402241542,0.018273671287275278,0.00040871390321964453,,
20,1999,-1.6821880924633643,-1.645195983559713,-1.6641114178384486,3.918188141182693e-05,0.01833413326594352,0.00041006621228274385,,
21,1999,-1.645195983559713,-1.6119764094660363,-1.6281627353539248,0.0002962201964151661,0.02130675683521766,0.0004765527197119744,,
22,1999,-1.6119764094660363,-1.578233723832606,-1.5951619071903955,0.00010598181448192221,0.01891802628203643,0.0004231257223241772,,
23,1999,-1.578233723832606,-1.5473489566025174,-1.5625980328037097,0.0001438628159717232,0.01694928048084024,0.0003790922181528236,,
24,1999,-1.5473489566025174,-1.5172213128540777,-1.5320241739610916,0.00045161481566423237,0.01787029536568619,0.0003996918876221384,,
25,1999,-1.5172213128540777,-1.4880086275064237,-1.502418790118261,0.0012829648368995407,0.01818147572796315,0.00040665183225899323,,
26,1999,-1.4880086275064237,-1.4604198721952335,-1.4743689195370762,0.00010112762810219987,0.019253576538086677,0.0004306307306348032,,
27,1999,-1.4604198721952335,-1.4334500277829956,-1.4464210218908202,0.00041100337455890604,0.017386697783336128,0.00038887561253638094,,
28,1999,-1.4334500277829956,-1.4079567149386543,-1.4206334837404349,-0.0006597608597868309,0.01706689948217584,0.0003817229167340192,,
29,1999,-1.4079567149386543,-1.38218543864617,-1.3949873533869632,0.00021929692997229108,0.017080692529556928,0.00038203141578403455,,
30,1999,-1.38218543864617,-1.3574728088464907,-1.369536621263027,-0.0007168314414154031,0.017107134194555347,0.00038262281725663606,,
31,1999,-1.3574728088464907,-1.3345725794871819,-1.3459573012278103,0.00017303435219412082,0.017708002184783286,0.0003960619941874816,,
32,1999,-1.3345725794871819,-1.3128522276764916,-1.3235059855132205,0.00012439447662511403,0.014652874295723175,0.00032773017269726717,,
33,1999,-1.3128522276764916,-1.2915012350176764,-1.3020638304007366,-0.0003088085222976804,0.018517658070167482,0.0004141709779804955,,
34,1999,-1.2915012350176764,-1.2707280810794772,-1.2808314592857646,-0.0003306872653581639,0.01759261231021192,0.0003934811528619112,,
35,1999,-1.2707280810794772,-1.251150419847765,-1.2605796019653381,-0.0008613263059928829,0.01649785480147479,0.00036899550860133287,,
36,1999,-1.251150419847765,-1.2318400849100948,-1.2413620819843771,-0.00021151905551460953,0.016046873469078977,0.00035890873743504625,,
37,1999,-1.2318400849100948,-1.2129059194548573,-1.2222015530251331,-8.526471130107604e-05,0.01574618728174649,0.0003521835083698572,,
38,1999,-1.2129059194548573,-1.1943508312598705,-1.2034698787656792,0.0005941484786031838,0.016791667543995536,0.000375567004329996,,
39,1999,-1.1943508312598705,-1.1764707403750727,-1.185333952153256,-0.0006281082931516795,0.016596230106809832,0.000371195797442684,,
40,1999,-1.1764707403750727,-1.1593264097543872,-1.1679006377771253,8.263939667137152e-05,0.015755251875723162,0.00035238624954469095,,
41,1999,-1.1593264097543872,-1.1422953905744493,-1.150662576213634,2.6886710298817505e-05,0.015566048028015438,0.00034815446481544236,,
42,1999,-1.1422953905744493,-1.1265306439792104,-1.1344712351925108,0.0004511987832954892,0.01724506400081576,0.00038570779282617466,,
43,1999,-1.1265306439792104,-1.111031778298523,-1.1189363044755065,0.0001541462257002905,0.01678863609723035,0.00037549920216696465,,
44,1999,-1.111031778298523,-1.0956166908174445,-1.1032873484222476,0.00017696002531006992,0.016581242007078147,0.00037086056952669055,,
45,1999,-1.0956166908174445,-1.080324252257657,-1.0880035020431058,0.0002991157724468418,0.01618459713921471,0.00036198910250794257,,
46,1999,-1.080324252257657,-1.0668512136007415,-1.0735671687369002,1.12234457571818e-05,0.014209892683092699,0.0003178223254395128,,
47,1999,-1.0668512136007415,-1.0524079053920952,-1.05958671014101,0.00012139689023065672,0.015459294086346963,0.00034576677711451565,,
48,1999,-1.0524079053920952,-1.0382825523246832,-1.0453382153332629,0.0002466206623813989,0.014775728188951858,0.00033047795629465455,,
49,2000,-1.0382825523246832,-1.0254190252596191,-1.0318748674679972,-0.00030260758239632695,0.014031285599252654,0.00031374908411642806,,
