start_utc,end_utc,observations,elapsed_hours,coverage,cumulative_return,annualized_return,annualized_volatility,annualized_sharpe,maximum_drawdown,positive_hour_rate,mean_hourly_return
2021-01-12T00:00:00+00:00,2026-08-22T19:00:00+00:00,48151,49172,0.9792361506548443,121859174.97455932,26.636537784911866,2.8797773320494806,2.4017721548987736,-0.9931874044969513,0.5070715042262881,0.0007890222459987591
